problem,max,factorable,context,index,prefix,switch,switch_index
3x^2 - 87x + 612 = 0,20,True,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So, the solutions to the equation 3x^2 - 87x + 612 = 0 are:

x = 17 and x = 12.",16,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So",0,19
3x^2 - 87x + 612 = 0,20,True,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So, the solutions to the equation 3x^2 - 87x + 612 = 0 are:

x = 17 and x = 12.",17,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So, the solutions to the equation 3x^2 - 87x + 612 =",0,19
3x^2 - 87x + 612 = 0,20,True,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So, the solutions to the equation 3x^2 - 87x + 612 = 0 are:

x = 17 and x = 12.",18,"The quadratic equation is: 3x^2 - 87x + 612 = 0

If we factor by grouping, we first multiply a and c from the general quadratic formula ax^2 + bx + c = 0. In this case, a = 3, b = -87, and c = 612.

So, ac = 3 * 612 = 1836

We're looking for two numbers that multiply to give ac (1836), and add up to b (-87). These two numbers are -36 and -51, as -36 * -51 is 1836 and -36 - 51 equals -87.

We can write the original quadratic equation as follows:

3x^2 - 36x - 51x + 612 = 0

Reorder the terms:

3x^2 - 36x - 51x + 612 = 0

Group the terms:

(3x^2 - 36x) - (51x - 612) = 0

Factor out a GCF from each binomial:

3x(x - 12) - 51(x - 12) = 0

Now, you will see that (x - 12) is a common factor. We can factor that out to get:

(3x - 51)(x - 12) = 0

This gives us our potential roots: x = 51/3 and x = 12.

To finish we divide 51 by 3 to get: 17.

So, the solutions to the equation 3x^2 - 87x + 612 = 0 are:

x = 17 and x = 12.",0,19
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",0,"The quadratic equation is given by:

    19x^2 - 2",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",1,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of ",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",2,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,
",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",3,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, ",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",4,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, an",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",5,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are ",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",6,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",7,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero giv",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",8,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",9,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the e",0,11
19x^2 - 285x + 950 = 0,20,True,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",10,"The quadratic equation is given by:

    19x^2 - 285x + 950 = 0

Factoring common factors 19 out of each term gives:

    19(x^2 - 15x + 50) = 0

So,

    x^2 - 15x + 50 = 0

In order to factor this, we need to find two numbers that add up to -15, and multiply to 50. In this case, those numbers are -10 and -5. 

So, this factors to:

    (x - 10)(x - 5) = 0

Setting each of these equal to zero gives the solutions:

    x - 10 = 0  => x = 10
    x - 5 = 0   => x = 5

Therefore, the roots of the equation are x = 10 and x = 5.",0,11
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",0,The general form of a quadratic equation is ax² + ,0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",1,The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if,0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",2,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, whe",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",3,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",4,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This ",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",5,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the eq",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",6,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to r",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",7,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",8,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² =",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",9,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a per",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",10,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x ",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",11,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be writt",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",12,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero ",0,17
11x^2 - 220x + 704 = 0,20,True,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives one root:

x = 10

It's a perfect square trinomial, so it has a repeated root and thus our roots are 10 and 10.",13,"The general form of a quadratic equation is ax² + bx + c = 0. The roots can be found by factoring if the equation can be written as (dx - e)² = 0, where d and e are constants, and x is the variable.

The given equation is 11x² - 220x + 704 = 0. This doesn't obviously factor, so let's simplify the equation by dividing the entire equation by 11 (to remove the coefficient on x²):

x² - 20x + 64 = 0

Now, the equation is in the form x² - 2(a)x + a² = 0, where a = 10. It matches the formula for a perfect square equation which can be written as:

(x - a)² = 0

In this case, our equation can be written as:

(x - 10)² = 0

Setting this equal to zero gives:

x - 10 = 0

Solving this equation gives on",0,17
